Price,Property_Type,Building_Age,Tenure,Month,Latitude,Longitude
249000,S,N,F,3,52.4668,-0.9119
119000,T,N,F,3,53.3851,-0.3324
318000,T,N,F,2,51.3943,0.1785
220000,T,N,F,5,53.7142,-2.7905
355000,T,N,F,1,52.0762,-0.8487
265000,S,N,F,2,53.3997,-2.3154
180000,T,N,L,8,53.5062,-2.4689
1130000,S,N,F,8,51.2849,-0.0498
155000,F,N,L,6,50.7287,-3.5296
175000,T,N,F,4,51.3768,0.5424
265000,S,N,F,1,50.9018,-1.0762
665000,S,N,F,2,51.3803,-0.2849
154500,F,N,L,11,50.8007,0.2578
365000,T,N,F,4,51.3625,-0.7983
620000,F,N,L,5,51.4968,-0.2449
399950,F,Y,L,1,51.5131,-0.5893
343600,S,N,F,2,50.8316,-0.4085
235000,D,N,F,9,53.3816,-1.2308
90000,O,N,F,8,53.5533,-1.4602
270000,T,N,F,9,51.5361,-1.8998
800000,D,N,F,8,50.7261,-2.7497
146000,F,N,L,7,54.9874,-1.5755
236500,S,N,F,2,52.6357,1.2611
282500,D,N,F,7,50.4981,-4.319
285000,D,N,F,9,53.3089,-0.9587
165500,S,N,F,1,52.7538,0.4432
190000,D,N,F,10,53.0197,-2.0983
170000,F,N,L,9,51.7576,0.1105
560000,D,N,F,11,52.9829,-2.0306
126000,F,N,L,5,51.4806,0.4178
105000,S,N,F,9,55.0166,-1.5735
466950,D,Y,F,2,55.0308,-1.6599
340000,T,N,L,6,51.5698,-0.3707
217000,S,N,F,3,52.5694,0.9297
562000,D,N,F,6,50.973,-1.8215
240000,S,N,F,7,53.4159,-2.7729
320000,D,N,F,9,52.6379,0.6842
515000,S,N,F,3,51.5482,-0.2718
375000,T,N,F,11,52.2934,-0.2479
495000,S,N,F,6,51.8028,-0.7304
270000,S,N,F,2,52.3482,-2.0636
135000,F,N,L,4,51.4091,-0.7539
425000,S,N,F,6,51.8767,-2.0474
270000,O,N,F,4,52.6415,-1.1435
420000,D,N,F,9,51.3622,-1.9881
127500,T,N,F,6,50.5633,-3.6926
340000,O,N,F,6,51.5221,-0.7199
377000,S,N,F,9,51.3764,1.3082
360000,S,N,L,6,53.6302,-1.8021
525000,D,N,F,6,50.7924,-1.9038
580000,D,N,F,11,50.6455,-2.4258
466500,D,N,F,2,52.2449,0.3874
750000,D,N,F,10,51.7317,-0.4748
157500,T,N,F,3,52.6196,-1.1916
96000,T,N,F,10,53.5584,-2.217
2225000,S,N,F,3,51.5696,-0.1937
72000,T,N,F,9,53.3346,-2.7336
180000,T,N,F,9,54.4457,-3.5124
360000,S,N,F,9,51.3483,1.4303
305000,T,N,F,11,51.3665,0.6238
225000,T,N,F,2,51.3765,0.7329
275000,F,N,L,8,51.7358,0.4679
107000,T,N,F,4,53.7962,-1.5822
155000,F,N,L,8,50.7395,-3.499
250000,O,N,F,3,52.2432,0.4057
287500,T,N,F,6,52.0092,0.2444
390000,T,N,F,12,51.5405,-0.4891
340000,T,N,F,8,51.3458,-0.0393
300000,F,N,L,2,51.3877,-0.5091
160000,S,N,F,4,53.4033,-2.6565
35000,O,N,F,9,51.0022,-4.4414
227000,T,N,F,1,51.7262,0.6823
212500,S,N,F,2,52.5587,-1.797
325000,D,N,F,3,54.8675,-1.4368
337000,F,N,L,6,53.2974,-2.2322
600000,O,N,F,6,51.612,-0.1255
340000,S,N,F,5,53.8231,-1.5848
81000,F,N,L,5,52.3895,-1.5002
170000,F,Y,L,2,51.4173,-0.7514
630000,D,N,F,4,50.8742,-1.2463
265000,T,N,F,4,51.8258,-0.8416
117500,T,N,F,9,54.9558,-1.6126
810000,D,N,F,3,51.7897,-0.7148
477494,T,N,F,6,51.5201,-0.0661
275000,S,N,F,6,52.973,-2.1173
330000,D,N,F,4,52.4518,0.0489
117000,S,N,F,9,52.9739,-1.2034
312000,F,N,L,4,53.8178,-1.5636
750000,T,N,F,6,51.5845,-0.027
558000,T,N,F,1,50.8352,-0.1789
180000,T,N,F,8,53.7158,-1.8914
218000,S,N,L,6,53.5304,-2.2889
115000,T,N,F,12,53.2722,-1.4026
770000,D,N,F,6,51.7156,-0.0407
210000,T,N,F,5,53.9613,-2.0121
225000,F,N,L,6,50.7862,-1.0865
240000,D,N,F,11,52.808,1.5641
560000,S,N,F,6,53.9389,-1.8088
200000,D,N,F,5,55.1821,-1.6403
550000,D,N,F,6,50.9551,-1.4537
240000,T,N,F,6,50.8222,0.242
745000,D,N,F,5,51.6887,-0.7019
200000,T,N,F,8,52.178,-2.2168
743000,T,N,F,4,51.594,-0.3868
669950,T,N,F,10,50.2155,-5.4768
570000,D,N,F,4,51.772,0.0387
675000,D,N,F,2,52.9515,1.0437
390000,S,N,F,2,51.2872,-0.7566
186000,T,N,F,9,53.7044,-1.3022
135000,T,N,F,9,50.81,-4.3517
352995,D,Y,F,1,53.3148,-1.2623
143000,F,N,L,7,51.2289,-2.3109
139000,S,N,F,4,53.3841,-2.6476
168000,D,N,F,12,53.4002,-1.3651
115000,T,N,F,2,53.7492,-1.6002
573000,T,N,F,9,51.5592,-0.2574
560000,S,N,F,1,51.4824,-2.6333
460000,D,N,F,5,51.6006,0.5162
230000,T,N,F,8,52.0414,0.4429
255000,D,N,F,3,53.2724,-0.667
340000,D,N,F,5,52.0056,-0.805
280000,S,N,F,3,53.3976,-2.1273
251250,S,N,F,7,53.3668,-2.0713
425000,S,N,F,9,51.7903,-0.172
375000,D,N,F,8,52.2615,-1.1438
595000,F,N,L,6,51.6119,-0.4153
200000,T,N,F,12,53.0384,-2.3035
695000,D,N,F,6,51.9524,-2.2024
322000,S,N,F,12,51.5565,-1.7632
383500,T,N,F,8,51.1968,-0.6062
305000,D,N,F,3,52.7355,-1.5382
230000,D,N,F,9,54.5203,-1.4712
110000,F,N,L,9,53.6344,-2.975
352500,T,N,F,3,51.1489,-0.9814
270000,T,N,F,3,52.0843,-0.7261
177000,S,N,F,8,53.3719,0.0155
225000,S,N,F,4,52.585,-1.1302
150000,F,N,L,5,51.161,-0.972
250000,S,N,F,6,52.4082,0.2713
699998,O,N,F,11,52.108,1.2806
355000,D,N,F,1,52.9625,-0.0479
340000,S,N,F,9,50.9176,-0.466
145000,F,N,L,10,51.5215,-0.7169
265000,D,N,F,6,52.5986,-1.0902
185000,S,N,F,2,52.5523,-1.2794
385000,F,N,L,4,51.4664,0.0018
260000,T,N,F,5,51.4411,0.3498
275000,D,Y,F,1,51.8202,1.1641
300000,D,N,F,12,52.9748,-1.1236
210000,T,N,F,11,52.6323,-1.6794
263000,S,N,F,12,51.8239,-2.2626
835000,O,N,L,1,51.4519,-2.5948
90000,T,N,F,1,54.9466,-2.7313
202500,S,N,F,5,52.5714,1.7232
147551,S,N,F,7,52.6217,-0.2816
795000,T,N,F,10,51.571,-2.2132
306000,F,N,L,3,51.7394,-1.2089
325000,D,N,F,1,53.0214,-1.2253
515000,D,N,F,11,52.3153,-2.236
780000,F,N,L,4,51.4467,-0.2016
235000,T,N,F,3,51.55,0.0809
355000,S,N,F,9,50.7865,0.3275
82000,F,N,L,10,51.0721,1.0811
425000,T,N,F,6,50.9936,-0.1161
230000,D,N,F,3,51.7831,1.1132
460000,S,N,F,4,51.5539,-0.3598
380000,S,N,F,12,51.4818,-2.7704
150000,T,N,L,7,53.5526,-2.504
305000,D,N,F,7,52.2799,-1.1743
235000,T,N,F,4,51.3441,0.7617
63000,S,N,L,12,53.4675,-1.3359
92500,T,N,F,8,53.0982,-2.4463
408000,F,N,L,4,51.4121,-2.215
395000,D,N,F,6,53.058,-1.4831
182000,S,N,L,3,52.6249,-1.6757
440000,D,N,F,3,51.211,0.3431
599950,D,N,F,12,50.7599,-1.5567
175000,T,N,F,5,51.8842,0.9044
799950,D,N,F,3,50.9394,-0.4283
140000,D,N,L,3,55.0732,-1.5342
482000,S,N,F,11,51.5448,0.1251
86000,F,N,L,11,53.7028,-1.7883
218000,D,N,F,5,50.4087,-4.8273
170000,T,N,F,4,52.3447,-0.5343
310000,S,N,F,6,51.2026,-3.4824
85000,F,N,L,3,53.8409,-1.5446
455000,T,N,F,12,51.5634,0.0298
215000,S,N,F,7,54.5169,-1.5734
63000,T,N,F,3,53.8283,-3.0299
500000,S,N,F,7,51.5337,-0.7343
26000,O,N,L,4,52.673,1.7177
400000,F,N,L,6,51.4113,-0.2204
270000,S,N,F,11,52.2613,-2.1383
178000,T,N,L,4,51.5454,-2.4119
400000,S,N,F,6,51.182,0.3831
195000,S,N,F,8,53.6794,-1.5662
302500,S,N,F,2,51.4471,-0.3624
295000,T,N,F,3,51.7543,-0.9765
284000,S,N,F,7,51.2455,-2.9882
95000,T,N,L,8,53.7874,-2.2276
375000,D,N,F,1,50.7806,-1.9727
400000,D,N,F,6,52.6365,-2.2715
1620000,O,N,F,6,51.9642,-2.1718
550000,F,N,L,6,51.4755,-0.1155
250000,T,N,L,9,51.8941,-0.3827
387500,D,N,F,2,54.501,-1.3458
412000,T,N,F,9,51.4651,-0.9696
325000,S,N,F,3,51.751,0.439
325000,T,N,F,6,50.9619,-0.1396
302000,T,N,F,6,51.5569,-0.21
225000,T,N,F,7,52.0624,-2.749
190000,T,N,L,6,53.4489,-2.3024
580000,S,N,F,4,51.9103,-2.0518
270000,T,N,F,9,53.8391,-0.4285
250000,S,N,F,4,52.5325,-1.3555
475000,D,N,F,3,50.6319,-1.1849
150000,S,N,L,9,53.5528,-2.4228
424950,S,Y,F,1,50.9518,-1.2216
95000,S,N,F,7,53.2729,-2.897
173000,T,N,F,7,52.5146,1.0102
293000,T,N,F,8,51.7849,0.1432
375000,S,N,F,10,52.0438,-0.682
575000,T,N,F,6,51.6292,-0.3841
450000,S,N,F,4,50.3954,-4.1343
185000,S,N,F,9,53.5036,-2.3072
117000,S,N,F,9,53.4249,-1.4902
192500,T,N,F,1,52.0664,-0.7427
195000,D,N,F,3,53.5117,-0.5218
270000,D,N,F,1,52.8002,-1.4024
72500,T,N,F,3,53.4986,-2.5318
357500,S,N,F,5,51.8138,0.7493
350000,F,N,L,2,51.5762,-0.1515
295000,S,N,F,2,53.492,-3.0194
270000,T,N,F,7,54.0093,-1.457
170000,T,N,F,2,53.4275,-3.0494
851000,D,N,F,3,52.5539,1.0291
455000,D,N,F,6,52.8538,-1.685
1200000,D,N,F,9,51.4763,-0.2814
89999,F,Y,L,8,53.4901,-2.2787
158000,F,N,L,6,52.0606,1.0945
248000,S,N,F,1,50.7142,-2.0122
490000,F,N,L,8,51.866,-0.1841
106500,S,N,F,1,53.4223,-1.2464
113000,T,N,F,4,53.5872,-1.5283
425000,F,Y,L,6,51.4973,0.1225
475000,S,N,F,3,51.6372,0.342
325000,D,N,F,9,52.9709,-1.6206
262500,F,N,L,12,51.3924,0.0322
270000,T,N,F,4,50.4039,-3.6206
42500,O,N,F,1,51.0836,1.1761
180000,D,N,F,3,52.2903,-0.3176
355000,D,N,F,9,52.3012,-0.5981
240000,F,N,L,8,50.7917,0.267
514000,D,N,F,3,51.8254,-1.2792
242500,S,N,F,8,54.1394,-1.5208
245000,S,N,F,8,51.3734,0.6657
178000,S,N,F,3,53.0159,-1.4753
650000,D,N,F,3,51.1011,0.8913
777500,D,N,F,12,51.8564,0.6022
175000,T,N,F,11,52.55,-1.2854
370995,D,Y,F,1,52.501,-0.639
675000,D,N,F,12,54.247,-1.4734
280000,S,N,F,6,52.9415,0.7288
283000,S,N,F,3,52.2121,-1.8742
700000,F,N,L,7,51.4568,-0.0963
312000,D,N,F,3,52.1274,1.4159
640000,T,N,F,8,51.4681,-2.6172
235000,T,N,F,10,53.3996,-2.1603
420000,T,N,F,2,54.1029,-0.9018
151000,F,N,L,12,51.7499,-2.2532
420000,T,N,F,1,51.6877,-0.4058
164975,T,N,F,5,50.6498,-2.464
230000,S,N,F,4,52.7501,1.641
430000,T,N,F,8,51.6141,-0.0865
345000,S,N,F,3,50.951,-0.1389
285000,D,N,F,2,54.4724,-1.1866
165000,S,N,F,8,53.3158,-2.9705
925000,D,N,F,11,51.1645,0.7566
230000,F,N,L,9,51.5223,-0.4193
118000,T,N,L,9,53.8693,-2.3891
155500,S,N,F,1,54.5512,-3.5695
462500,S,N,L,2,52.5301,-1.738
1030000,D,N,F,3,51.2793,1.1205
310000,S,N,F,4,50.6224,-2.4575
338700,D,N,F,3,50.2705,-5.0097
440000,F,N,L,9,51.4209,-0.0603
298995,D,Y,F,4,53.4563,-2.0752
325000,T,N,F,8,51.6872,-0.0391
575000,S,Y,L,7,51.0822,-0.7932
411700,F,N,L,6,51.5459,-0.1956
580000,D,N,F,3,52.6705,-0.7712
850000,D,N,F,6,51.1493,-0.0089
320000,S,N,F,9,51.0864,-1.7931
355000,S,N,F,6,51.5564,-2.4074
185000,O,N,F,1,53.9938,-1.2916
370000,F,N,L,5,51.0763,1.1661
106000,S,N,F,6,54.8219,-1.3864
241000,D,N,F,9,50.4213,-3.5845
377000,D,N,F,2,51.8511,-2.486
325000,S,N,F,1,51.2192,1.388
673000,S,N,F,9,51.6061,-0.2901
765000,S,N,F,5,50.7698,0.2738
325000,D,N,F,2,52.9256,-1.5356
245000,T,N,F,3,51.0138,-3.0872
241500,D,N,F,7,54.1202,-1.1891
555000,S,N,F,6,51.4505,0.1288
155000,T,N,F,6,50.4255,-4.136
190000,F,N,L,2,51.5833,0.5144
331000,D,N,F,3,53.5547,-2.9006
258000,F,N,L,4,51.448,0.2776
117500,F,Y,L,1,53.4784,-2.2193
112500,T,N,F,6,53.6845,-1.6129
399950,D,N,F,5,51.4782,-2.7624
375000,T,Y,F,1,51.517,0.4191
130000,T,N,F,5,53.4526,-2.9844
255000,S,N,F,9,52.8627,-1.4332
440000,T,N,F,5,53.3017,-2.377
293000,T,N,F,6,51.273,-0.7258
248500,D,N,F,5,53.433,-2.5961
85000,S,N,L,9,53.5472,-2.4098
252500,T,N,F,5,51.8685,0.5479
726000,D,N,F,6,53.4333,-2.7811
58500,F,N,L,9,53.3401,-2.7461
173000,T,N,F,11,53.7679,-0.3823
210000,S,N,F,4,52.4469,-2.1041
452000,T,N,F,12,51.6118,-0.0156
110000,T,N,F,9,55.0017,-1.6804
180000,S,N,F,10,53.5713,-1.4314
163000,S,N,F,9,52.8144,-2.1096
155000,O,N,L,6,51.3931,0.5134
157000,T,N,F,9,52.5609,-0.2548
345000,S,N,F,3,53.8286,-1.6423
310000,F,N,L,9,51.4277,-0.5724
570886,D,N,F,1,53.0311,-0.7409
75000,F,N,L,4,52.3656,-2.2734
205000,F,N,L,8,52.1314,-0.4735
370000,S,N,F,3,53.8427,-1.5119
233500,D,N,F,1,53.8244,-1.7598
185000,S,N,F,10,50.953,-2.6511
385000,D,N,F,11,50.7708,-2.0194
570000,F,N,L,1,51.4635,-0.1414
1190000,S,N,F,6,51.526,-0.3021
382000,D,N,F,2,52.2397,0.2445
78000,T,N,F,5,54.1093,-3.2158
510000,D,N,F,6,50.7784,-0.7241
220000,T,N,F,3,54.8965,-1.3899
230000,T,N,F,6,51.3858,0.5454
750000,D,N,F,9,50.7526,-1.9865
58000,T,N,F,3,53.8114,-3.0463
965000,D,N,F,1,52.2791,-0.4116
262500,F,N,L,6,51.3467,-0.0499
161000,S,N,F,3,53.2157,-0.5962
281000,D,N,F,3,52.9049,-1.8728
700000,D,N,F,9,51.7091,-0.1122
460950,F,Y,L,6,51.4474,0.0625
237000,D,N,F,2,50.7402,-1.9441
190000,T,N,F,3,52.962,-1.1682
635000,S,N,F,2,51.5038,-0.8579
430000,T,N,F,6,51.596,0.1759
149000,S,N,F,9,52.5718,-1.5493
209000,S,N,F,8,52.4727,-2.1201
425000,F,N,L,3,51.4712,-0.1046
205500,S,N,F,9,52.247,-0.8343
385000,S,N,F,2,53.3915,-2.3224
135000,S,N,F,5,53.7844,-3.036
295000,T,N,F,5,51.5304,-1.0684
256000,D,N,F,8,53.8042,-0.3489
160000,F,N,L,9,53.2234,-2.5438
485000,T,N,F,2,51.4724,-0.3301
123500,F,N,L,2,54.0806,-0.1965
270000,T,N,F,5,51.4557,-2.5519
1100000,T,N,F,5,51.3886,-2.3611
250000,O,N,F,9,51.2746,0.5826
187500,S,N,F,6,52.48,1.7081
180000,T,N,F,6,52.1584,1.0479
365000,S,N,F,6,51.1182,0.8772
380000,D,N,F,12,53.1503,-2.3965
587500,D,N,F,6,54.6857,-1.2443
720000,D,N,F,9,51.7569,-0.2379
487000,D,N,F,3,51.4978,-2.5511
430000,D,N,L,5,53.5437,-2.4741
234000,T,N,F,8,54.0465,-2.8092
647500,S,N,F,1,51.3255,-0.2258
1200,O,N,F,8,53.4272,-0.0375
420000,T,N,F,5,51.5632,-0.4631
360000,T,N,F,6,51.4793,-2.5933
260000,S,N,F,3,52.4419,-0.8057
245000,T,N,F,7,51.3967,-0.0638
126000,D,N,F,9,53.89,-0.8907
125000,F,N,L,6,50.8873,-1.3245
222500,D,N,F,6,52.4633,-2.0867
100000,F,N,L,9,53.39,-2.1537
199950,D,N,F,6,52.78,-2.1199
496000,D,N,F,2,51.8341,1.2373
267500,T,N,F,6,54.058,-1.6915
260000,S,N,F,3,52.5941,-0.237
400000,D,N,F,1,51.2723,-2.8842
136000,S,N,F,6,53.3311,-0.9453
286000,S,N,F,2,52.105,1.3356
367000,D,N,F,1,52.1183,-1.761
315000,F,N,L,5,50.7386,-1.6696
500000,D,N,F,6,51.3825,1.4322
1425000,D,N,F,9,54.5877,-2.8656
325000,D,N,F,12,52.3785,-2.4876
220000,S,N,F,3,53.7582,-1.4749
650000,F,N,L,6,51.8947,-2.0851
239995,S,N,F,5,52.0783,0.4358
372500,D,N,F,2,53.0082,-1.7327
755000,D,N,F,6,51.3444,-0.0834
267500,S,N,F,5,53.4172,-2.2109
334000,T,N,F,10,51.5125,-0.6384
115000,T,N,F,6,53.7879,-1.8869
415000,D,N,F,3,50.9818,-2.7508
300000,S,N,F,4,51.0584,-0.6441
407000,F,N,L,4,51.5113,-0.2651
99000,T,N,L,8,53.711,-2.4813
308000,F,N,L,8,51.7464,-0.3319
425000,S,N,F,4,51.6326,-0.7268
550000,D,N,F,9,52.0713,-0.7757
180000,D,N,F,9,53.6544,-1.576
165000,S,N,F,6,53.2675,-2.7761
382500,D,N,F,1,50.9581,-0.4939
188500,S,N,F,3,53.5414,-2.7588
470000,D,N,F,10,51.0952,-0.2145
184000,T,N,L,12,53.3402,-1.9408
245000,T,N,F,5,52.9281,-1.4799
232250,F,N,L,4,51.4289,-0.5721
327500,T,N,F,4,51.3158,-0.6149
210000,F,N,L,8,50.7719,0.0974
780000,D,N,F,4,52.312,1.4855
545750,T,N,F,2,51.5845,-0.3493
129000,T,N,L,2,53.5454,-2.2239
535000,S,N,F,6,51.6675,-0.2696
180000,S,N,L,6,53.42,-1.4619
801000,S,N,F,4,51.8753,-1.4795
225000,T,N,L,8,54.916,-1.682
328000,T,N,F,11,51.8947,-1.7559
254000,S,N,F,8,53.1913,-2.4528
410000,D,N,F,2,52.8132,0.0936
311000,S,N,F,4,50.9704,0.0993
465000,D,N,F,6,53.3908,-3.0725
157000,D,N,F,4,54.5512,-1.1856
235000,S,N,F,8,52.407,-1.4687
234000,S,N,F,9,52.4796,-1.437
161000,T,N,F,10,52.5212,-1.8351
420000,D,N,F,3,51.9456,0.6364
182000,T,N,F,10,52.4543,0.6283
1365000,D,N,F,9,51.34,-0.4932
310000,D,N,F,3,52.6103,-0.1886
380000,S,N,F,6,53.1733,-2.8164
180000,S,N,F,8,52.5061,-0.6994
160000,T,N,F,12,53.4041,-2.1392
750000,S,N,F,2,51.6568,-0.4204
435000,F,N,L,8,51.5729,-0.1326
240000,T,N,F,9,52.6628,1.2997
245000,S,N,F,6,53.3015,-1.4832
100000,S,N,F,4,52.647,-1.6915
207500,F,N,L,4,51.4546,-0.9836
272000,D,N,F,8,52.2694,-2.1358
265000,T,N,F,5,51.9003,-0.1897
375000,T,N,F,2,51.4592,0.1331
1775000,D,N,F,3,51.3544,-0.4426
198000,T,N,F,1,50.8683,-1.0069
100000,T,N,F,6,55.0436,-1.5243
187000,T,N,F,5,52.5775,1.1123
70000,F,N,L,6,53.3905,-2.9464
425000,D,N,F,4,51.9342,0.8773
220000,D,N,F,4,52.6263,-1.6589
950000,D,N,F,6,51.253,-0.2654
112000,S,N,F,5,53.6131,-2.1305
158000,T,N,F,3,50.3861,-4.1765
144000,S,N,F,5,53.814,-1.6272
62000,T,N,F,3,54.1118,-3.2182
166000,S,N,F,9,53.6831,-1.3098
132000,T,N,F,6,53.7441,-2.6455
829000,S,N,F,2,50.6163,-2.0629
270000,D,N,F,2,53.7063,-1.623
77000,S,N,F,4,54.4634,-0.5934
188000,F,N,L,7,51.5828,-0.0878
240000,S,N,F,2,52.6205,-1.2211
375000,T,N,F,1,54.0184,-1.4663
520000,S,N,F,3,51.6351,0.3551
290000,D,N,F,4,52.4542,0.3085
505000,T,N,F,6,52.6301,-1.1303
279995,D,Y,F,8,53.1007,-2.4647
1360000,T,N,F,9,51.5348,-0.2286
340000,S,N,F,6,51.4764,-2.4991
362500,S,N,F,3,50.927,-0.1485
140000,T,N,F,9,51.8558,-2.2364
94000,F,N,L,7,51.7545,0.4529
602000,F,N,L,2,51.4631,-0.0607
142500,F,N,L,8,51.4328,-0.5438
155000,S,N,F,4,52.9834,-2.2321
248000,O,N,F,7,52.7146,-2.0267
257500,T,N,F,4,51.4735,-1.3155
440000,D,N,F,12,51.8722,-1.4769
82000,T,N,F,4,53.5693,-0.124
1430000,F,Y,L,4,51.5574,-0.1931
215000,F,N,L,6,53.4189,-2.195
152000,S,N,F,3,53.054,-2.2523
175000,S,N,F,3,52.2976,-1.9446
80000,T,N,L,10,53.4646,-3.0055
237500,S,N,F,6,54.125,-2.4192
490000,S,N,F,9,51.5572,-0.7261
5000,O,N,L,5,52.6784,1.7129
665000,F,N,L,2,51.54,-0.0015
640000,F,N,L,6,51.5313,-0.0518
328000,F,N,L,4,51.6349,-0.4883
270000,T,N,F,3,50.9543,0.9156
830000,F,Y,L,10,51.5107,-0.0716
398000,S,N,F,7,50.8368,-0.2574
425000,T,N,F,4,51.4532,0.0952
277000,F,N,L,4,53.4209,-2.2361
145950,F,N,L,7,54.2221,-1.3374
150000,S,N,F,2,53.3971,-2.6591
395000,T,N,F,2,51.5115,0.0441
445000,D,N,F,9,54.5548,-1.1619
405000,D,N,F,2,50.9509,-0.1275
171500,T,N,F,2,54.0071,-1.5293
260000,F,N,L,6,50.6219,-3.3927
110000,S,N,F,10,53.5989,-1.0227
44000,T,N,F,9,54.5714,-1.2105
308000,F,Y,L,3,51.5722,-0.4213
125000,T,N,L,10,53.5143,-2.3516
253000,T,N,F,6,51.9225,0.914
460000,T,N,F,3,51.5188,-0.3949
485000,D,N,F,3,52.5759,-2.1911
245000,S,N,F,11,53.3944,-2.1288
395000,D,N,F,4,50.85,-0.9117
175000,T,N,F,9,51.3761,0.5194
220000,O,N,F,10,53.8377,-2.214
627000,S,N,F,6,51.5847,-0.2902
240000,T,N,F,4,52.9247,-1.1128
255600,S,Y,F,8,52.4006,-1.9365
125000,F,N,L,2,55.0362,-1.5137
570000,T,N,F,3,51.6259,0.0493
650000,D,N,F,6,51.6035,0.5324
335000,F,N,L,6,53.8351,-1.5107
640000,D,N,F,9,53.2824,-3.0497
236995,S,Y,F,4,53.51,-2.4311
340000,S,N,F,9,50.9541,-2.1935
191000,F,N,L,10,53.4006,-1.5022
315000,S,N,F,6,51.8879,-0.3962
385000,S,N,F,6,53.0002,-2.2468
56500,T,N,F,9,54.5248,-1.5594
535000,D,N,F,6,50.807,-1.9088
1660000,D,N,F,3,51.6234,0.3388
325000,T,N,F,9,50.7315,-3.5168
230000,F,N,L,1,51.6271,-0.0649
120000,O,N,F,4,52.5147,-1.9937
180000,S,N,F,11,52.574,-1.3411
148000,T,N,F,6,52.4264,-1.4751
170000,S,N,F,6,52.5365,-2.0082
870000,T,N,F,4,51.5604,-0.0809
367500,F,N,L,6,51.4824,-0.6065
810000,D,N,F,9,51.2927,-0.9055
205000,T,N,F,2,53.5982,-1.926
141000,T,N,F,4,53.0005,-2.1901
3470000,T,N,F,10,51.5206,-0.1622
174995,T,N,F,1,52.8246,-1.4311
120000,F,N,L,7,52.6589,-1.1781
350000,T,N,F,1,51.4413,-1.0442
175499,F,N,L,7,53.0929,-2.304
132000,S,N,F,6,52.6908,-2.5074
280000,F,Y,L,2,51.0786,-4.0661
435000,S,N,F,6,51.6272,0.4289
500000,D,N,F,6,53.5093,-2.0346
293000,S,N,F,3,51.5679,0.5643
212000,D,N,L,5,53.6383,-2.1731
110000,F,N,L,10,50.797,-1.1258
158000,S,N,F,6,54.6348,-3.5445
324000,T,N,F,6,50.8664,0.5857
210000,T,N,F,9,50.4306,-3.5568
282500,D,N,F,6,52.9252,-1.5318
685000,S,N,F,6,51.7409,-0.0034
183000,S,N,F,2,53.3968,-1.5027
133000,T,N,F,3,53.2554,-2.5688
1265000,D,N,F,3,51.3947,-2.3483
2750000,T,N,F,11,51.5193,-0.161
290000,F,N,L,4,51.3455,-0.1993
250000,D,N,F,4,53.5195,-2.7127
352500,O,N,F,3,51.5962,-0.3364
662800,O,N,F,2,54.8986,-1.3689
165000,S,N,F,9,53.7634,-1.6371
292000,D,N,F,3,53.3263,-1.1144
102750,T,N,F,3,53.7872,-1.0594
490000,S,N,F,8,51.308,0.4448
114500,S,N,F,3,53.7921,-1.7036
245000,S,N,F,7,53.1996,-1.0231
3445453,O,N,F,9,51.9698,-1.4674
203000,S,N,F,1,52.3962,-1.5488
430000,D,Y,F,3,52.1135,-0.835
172500,F,N,L,5,53.4098,-2.9933
501000,D,N,F,6,52.7436,-1.4624
467500,D,N,F,1,51.3505,-0.8083
337000,T,N,F,11,53.0766,-0.944
400000,S,N,F,1,53.7281,-1.8042
335000,O,N,F,10,53.1801,-1.3878
185000,T,N,F,9,51.128,0.8487
94000,T,N,F,2,52.6884,-1.9352
65000,T,N,F,11,54.7487,-1.2888
450000,D,N,F,6,51.2501,1.3085
336000,S,N,F,4,51.137,0.8386
680000,T,N,F,6,51.4477,-0.201
498500,F,N,L,4,51.4245,-0.1702
355000,D,N,F,9,51.4418,-1.0168
410000,S,N,F,6,50.9863,-3.4007
175000,S,N,F,12,54.9509,-1.7154
541800,D,N,F,8,53.5057,-2.4924
179000,T,N,F,10,50.4727,-4.7201
335000,D,Y,F,3,54.6672,-2.729
205000,F,N,L,4,51.457,-0.476
105000,F,N,L,10,53.147,0.3432
279000,T,N,F,3,50.7307,-3.518
220000,S,N,F,2,52.499,1.3
181000,F,N,L,6,51.1716,-4.2044
320000,S,N,F,5,51.55,-1.7617
156000,S,N,F,4,54.5733,-1.3596
281850,T,N,F,8,51.4582,-1.0062
85000,T,N,F,7,53.5594,-1.3542
1750000,D,N,F,1,51.0979,0.2719
245000,D,N,F,6,52.4749,-1.7579
490000,F,N,L,9,51.494,-0.1205
182500,T,N,F,6,54.017,-2.2571
245000,F,N,L,1,51.575,0.1707
263000,S,N,F,3,52.7126,-2.5436
260000,D,N,F,1,53.2632,-2.161
380000,T,N,F,6,51.5528,-0.3171
435000,D,N,F,4,52.2493,-0.1162
2850000,T,N,F,3,51.4473,-0.084
145900,S,N,L,6,55.0176,-1.6426
250000,D,N,F,10,53.6846,-1.3524
130000,T,N,F,3,53.2744,-2.9216
471050,F,N,L,6,51.5779,-0.2406
290000,D,N,F,2,52.2063,-0.9041
337500,S,Y,F,2,50.7969,-1.9622
365000,T,N,F,2,51.5355,0.0487
287000,S,N,F,3,52.26,-1.5259
185000,S,N,F,3,52.6724,-1.9692
104000,S,N,F,7,52.6174,-1.9477
420000,O,N,L,2,53.0494,-1.4045
1100000,D,N,F,9,51.0864,0.0689
109000,T,N,F,2,54.5303,-1.2895
